标题,品牌,详情链接,城市,购买年份,里程,过户次数,原价,售价,文本,文本1,文本2,文本3,文本4,文本5,文本6,文本7,文本8,文本9,文本10,文本11,文本12,文本13,文本14,文本15,文本16,文本17
蔚来ES6 2020款 420KM 运动版,蔚来,https://www.dongchedi.com/usedcar/18431906,东莞,2020年 , 7.80万公里,0,35.80万,15.80万,蔚来ES6 2020款 420KM 运动版,东莞,2020年8月,自动,35.8万,蔚来,中型SUV,纯电动,纯电动 435马力,420,快充0.8小时 慢充10小时,电动车单速变速箱,4850x1965x1758,200,不限年限/里程(责任免除条款以官方为准),永磁/同步,三元锂电池,70
远航H8 2023款 560km 四驱尊享版,远航汽车,https://www.dongchedi.com/usedcar/18431239,沈阳,2024年 , 0.40万公里,1,35.98万,18.88万,远航H8 2023款 560km 四驱尊享版,沈阳,2024年6月,自动,35.98万,远航汽车,大型SUV,纯电动,纯电动 680马力,560,560,500(680Ps),745,5230x2015x1760,17.3,永磁/同步,三元锂电池,88.42
欧拉好猫 2021款 400km标准续航 雅典娜版 磷酸铁锂电池,欧拉,https://www.dongchedi.com/usedcar/18429341,杭州,2021年 , 5.20万公里,0,12.39万,5.98万,欧拉好猫 2021款 400km标准续航 雅典娜版 磷酸铁锂电池,杭州,2021年9月,自动,12.39万,长城汽车,小型车,纯电动,纯电动 143马力,401,快充0.5小时 慢充8小时,电动车单速变速箱,4235x1825x1596,150,1564.0元,永磁/同步,磷酸铁锂电池,47.8
帕萨特PHEV 2022款 430PHEV 混动豪华版,大众,https://www.dongchedi.com/usedcar/18420109,天津,2022年 , 5.90万公里,0,24.21万,11.70万,帕萨特PHEV 2022款 430PHEV 混动豪华版,天津,2022年1月,自动,24.215万,上汽大众,中型车,插电式混合动力,1.4T 150马力 L4 插电式混动,63,,6挡双离合,4948x1836x1469,200,14.6,1395,插电式混动 116马力,85
零跑T03 2021款 400豪华版,零跑汽车,https://www.dongchedi.com/usedcar/18419754,无锡,2021年 , 2.70万公里,0,7.58万,3.98万,零跑T03 2021款 400豪华版,无锡,2021年6月,自动,7.58万,零跑汽车,微型车,纯电动,纯电动 75马力,403,快充0.6小时 慢充3.5小时,电动车单速变速箱,3620x1652x1577,100,324.0元,永磁/同步,三元锂电池,38
极越01 2024款 Max 性能版,极越,https://www.dongchedi.com/usedcar/18391887,上海,2024年 , 1.30万公里,0,30.99万,14.99万,极越01 2024款 Max 性能版,上海,2024年11月,自动,30.99万,极越,中大型SUV,纯电动,纯电动 544马力,660,660,686,电动车单速变速箱,5门5座SUV,4年或10万公里,永磁/同步,三元锂电池,8年或20万公里
Model 3 2020款 改款 标准续航后驱升级版,特斯拉,https://www.dongchedi.com/usedcar/18381472,上海,2021年 , 3.70万公里,0,26.97万,12.98万,Model 3 2020款 改款 标准续航后驱升级版,上海,2021年1月,自动,26.97万,特斯拉中国,中型车,纯电动,纯电动 275马力,468,快充1小时 慢充10小时,电动车单速变速箱,4694x1850x1443,225,2287.0元,永磁/同步,磷酸铁锂电池,55
Model Y 2022款 后轮驱动版,特斯拉,https://www.dongchedi.com/usedcar/18369898,深圳,2022年 , 3.30万公里,0,31.69万,16.58万,Model Y 2022款 后轮驱动版,深圳,2022年3月,自动,31.69万,特斯拉中国,中型SUV,纯电动,纯电动 264马力,545,快充1小时 慢充10小时,电动车单速变速箱,4750x1921x1624,217,1655.0元,永磁/同步,磷酸铁锂电池,8年或16万公里
唐DM 2021款 DM 2.0T 四驱高性能版创世旗舰型,比亚迪,https://www.dongchedi.com/usedcar/18368172,宜昌,2022年 , 5万公里,0,28.98万,12.80万,唐DM 2021款 DM 2.0T 四驱高性能版创世旗舰型,宜昌,2022年1月,自动,28.98万,比亚迪,中型SUV,插电式混合动力,2.0T 192马力 L4 插电式混动,100,慢充3.2小时,6挡双离合,4870x1950x1725,180,2,1999,插电式混动 394马力,290
Model 3 2020款 改款 标准续航后驱升级版,特斯拉,https://www.dongchedi.com/usedcar/18356127,深圳,2020年 , 7万公里,1,26.97万,11.88万,Model 3 2020款 改款 标准续航后驱升级版,深圳,2020年9月,自动,26.97万,特斯拉中国,中型车,纯电动,纯电动 275马力,468,快充1小时 慢充10小时,电动车单速变速箱,4694x1850x1443,225,2287.0元,永磁/同步,磷酸铁锂电池,55
元EV 2018款 EV360 智联炫酷型,比亚迪,https://www.dongchedi.com/usedcar/18350189,西安,2019年 , 8.03万公里,0,9.39万,3.38万,元EV 2018款 EV360 智联炫酷型,西安,2019年1月,自动,9.39万,比亚迪,小型SUV,纯电动,纯电动 95马力,305,快充0.5小时 慢充7小时,电动车单速变速箱,4360x1785x1680,,442.0元,永磁/同步,三元锂电池,42
深蓝SL03 2022款 1200增程版,深蓝汽车,https://www.dongchedi.com/usedcar/18307079,遵义,2022年 , 5.30万公里,0,17.19万,8.28万,深蓝SL03 2022款 1200增程版,遵义,2022年12月,自动,17.19万,深蓝汽车,中型车,增程式,增程式 218马力,200,200,160(218Ps),320,4820x1890x1480,0.75,1480,增程式 218马力,160
理想ONE 2021款 增程6座版,理想汽车,https://www.dongchedi.com/usedcar/18304868,郑州,2023年 , 3.40万公里,0,34.98万,18.28万,理想ONE 2021款 增程6座版,郑州,2023年1月,自动,34.98万,理想汽车,中大型SUV,增程式,增程式 333马力,188,188,快充0.5小时 慢充6小时,20-80,455,172,1199,增程式 333马力,245
ZEEKR 001 2021款 超长续航单电机 WE版,极氪,https://www.dongchedi.com/usedcar/18300571,深圳,2022年 , 2.90万公里,0,29.90万,15.68万,ZEEKR 001 2021款 超长续航单电机 WE版,深圳,2022年5月,自动,29.9万,极氪,中大型车,纯电动,纯电动 272马力,712,,电动车单速变速箱,4970x1999x1560,200,不限里程/不限年限（责任免除条款以官方为准）,永磁/同步,三元锂电池,首任车主不限年限/里程（责任免除条款以官方为准）
ZEEKR X 2023款 YOU版 四座四驱,极氪,https://www.dongchedi.com/usedcar/18299445,广州,2024年 , 0.90万公里,0,22.98万,12.98万,,,,,29.9万,极氪,中大型车,纯电动,纯电动 272马力,712,,电动车单速变速箱,4970x1999x1560,200,不限里程/不限年限（责任免除条款以官方为准）,永磁/同步,三元锂电池,首任车主不限年限/里程（责任免除条款以官方为准）
Model Y 2021款 标准续航后轮驱动版,特斯拉,https://www.dongchedi.com/usedcar/18234769,武汉,2021年 / 2.78万公里,2021年 / 2.78万公里,1,29.18万,15.28万,Model Y 2021款 标准续航后轮驱动版,武汉,2021年11月,自动,29.184万,特斯拉中国,中型SUV,纯电动,纯电动 299马力,525,快充1小时 慢充10小时,电动车单速变速箱,4750x1921x1624,217,1655.0元,永磁/同步,磷酸铁锂电池,60
宝马5系PHEV 2020款 530Le 豪华套装,宝马,https://www.dongchedi.com/usedcar/18182696,佛山,2019年 , 6.50万公里,0,49.99万,17.98万,宝马5系PHEV 2020款 530Le 豪华套装,佛山,2019年12月,自动,49.99万,华晨宝马,中大型车,插电式混合动力,2.0T 184马力 L4 插电式混动,67,慢充4小时,8挡手自一体,5087x1868x1490,225,3年或10万公里,1998,插电式混动 95马力,70
Model 3 2020款 改款 标准续航后驱升级版,特斯拉,https://www.dongchedi.com/usedcar/18163419,广州,2020年 , 11万公里,1,26.97万,10.78万,Model 3 2020款 改款 标准续航后驱升级版,广州,2020年12月,自动,26.97万,特斯拉中国,中型车,纯电动,纯电动 275马力,468,快充1小时 慢充10小时,电动车单速变速箱,4694x1850x1443,225,2287.0元,永磁/同步,磷酸铁锂电池,55
蔚来ET5T 2024款 75kWh,蔚来,https://www.dongchedi.com/usedcar/18018387,重庆,2025年 , 0.26万公里,0,29.80万,16.80万,蔚来ET5T 2024款 75kWh,重庆,2025年1月,自动,29.8万,蔚来,中型车,纯电动,纯电动 490马力,530,530,360(490Ps),700,4790x1960x1499,16.2,前感应/异步后永磁/同步,磷酸铁锂电池+三元锂电池,首任车主10年不限里程质保（责任免除条款以官方为准）
大众ID.3 2024款 纯净智享版,大众,https://www.dongchedi.com/usedcar/17903583,武汉,2024年 , 1.85万公里,1,16.39万,8.59万,大众ID.3 2024款 纯净智享版,武汉,2024年1月,自动,16.3888万,上汽大众,紧凑型车,纯电动,纯电动 170马力,450,450,310,电动车单速变速箱,5门5座两厢车,13.1,永磁/同步,三元锂电池,8年或16万公里
唐DM 2022款 DM-p 215KM四驱旗舰型,比亚迪,https://www.dongchedi.com/usedcar/17854527,广州,2022年 , 5.90万公里,0,33.18万,14.68万,唐DM 2022款 DM-p 215KM四驱旗舰型,广州,2022年9月,自动,33.18万,比亚迪,中型SUV,插电式混合动力,1.5T 139马力 L4 插电式混动,215,176,452,231,E-CVT无级变速,4.3,1497,插电式混动 490马力,360
唐DM 2021款 DM-i 1.5T 52KM 豪华型,比亚迪,https://www.dongchedi.com/usedcar/17669812,合肥,2022年 , 4.77万公里,0,19.58万,8.66万,唐DM 2021款 DM-i 1.5T 52KM 豪华型,合肥,2022年1月,自动,19.58万,比亚迪,中型SUV,插电式混合动力,1.5T 139马力 L4 插电式混动,52,,231,316,4870x1950x1725,5.3,1497,插电式混动 197马力,145
海豚 2023款 时尚版,比亚迪,https://www.dongchedi.com/usedcar/17560052,常州,2023年 , 0.82万公里,1,12.38万,6.98万,海豚 2023款 时尚版,常州,2023年11月,自动,12.38万,比亚迪,小型车,纯电动,纯电动 95马力,420,快充0.5小时 慢充6.41小时,电动车单速变速箱,4125x1770x1570,150,1.2,永磁/同步,磷酸铁锂电池,比亚迪
唐DM 2021款 DM-i 1.5T 112KM 尊贵型,比亚迪,https://www.dongchedi.com/usedcar/17556984,石家庄,2021年 , 1.20万公里,1,20.98万,11.00万,唐DM 2021款 DM-i 1.5T 112KM 尊贵型,石家庄,2021年11月,自动,20.98万,比亚迪,中型SUV,插电式混合动力,1.5T 139马力 L4 插电式混动,112,快充0.5小时 慢充3小时,231,325,4870x1950x1725,5.5,1497,插电式混动 218马力,160
岚图FREE 2024款 超长续航智驾版,岚图,https://www.dongchedi.com/usedcar/17509313,武汉,2023年 , 1.89万公里,0,26.69万,13.98万,,,,,20.98万,比亚迪,中型SUV,插电式混合动力,1.5T 139马力 L4 插电式混动,112,快充0.5小时 慢充3小时,231,325,4870x1950x1725,5.5,1497,插电式混动 218马力,160
蔚来EC6 2020款 440KM 性能版,蔚来,https://www.dongchedi.com/usedcar/16274828,上海,2021年 , 9.67万公里,0,40.80万,14.59万,蔚来EC6 2020款 440KM 性能版,上海,2021年1月,自动,40.8万,蔚来,中型SUV,纯电动,纯电动 544马力,440,快充0.8小时 慢充10小时,电动车单速变速箱,4850x1965x1714,200,不限年限/里程(责任免除条款以官方为准),前永磁/同步后交流/异步,三元锂电池,首任车主不限年限/里程（责任免除条款以官方为准）
欧拉好猫 2023款 501km长续航 尊贵型 磷酸铁锂,欧拉,https://www.dongchedi.com/usedcar/16163326,郑州,2023年 , 1.40万公里,0,16.58万,8.68万,,,,,40.8万,蔚来,中型SUV,纯电动,纯电动 544马力,440,快充0.8小时 慢充10小时,电动车单速变速箱,4850x1965x1714,200,不限年限/里程(责任免除条款以官方为准),前永磁/同步后交流/异步,三元锂电池,首任车主不限年限/里程（责任免除条款以官方为准）
远程E5 2022款 E5L 纯电动厢式运输车国轩38.7kWh,远程汽车,https://www.dongchedi.com/usedcar/15984114,深圳,2022年 , 3.10万公里,0,13.36万,2.60万,远程E5 2022款 E5L 纯电动厢式运输车国轩38.7kWh,深圳,2022年8月,自动,13.36万,吉利远程,微面,纯电动,纯电动 82马力,280,快充1.5小时 慢充12小时,电动车单速变速箱,4495x1680x1990,90,,永磁/同步,磷酸铁锂电池,38.7
哪吒V 2021款 长续航智享版,哪吒汽车,https://www.dongchedi.com/usedcar/18485286,西安,2021年 , 5.74万公里,0,7.59万,3.68万,哪吒V 2021款 长续航智享版,西安,2021年3月,自动,7.59万,合众汽车,小型SUV,纯电动,纯电动 75马力,401,快充0.5小时 慢充8小时,电动车单速变速箱,4070x1690x1540,100,1136.0元,永磁/同步,三元锂电池,38.54
ZEEKR 001 2022款 长续航双电机 WE版,极氪,https://www.dongchedi.com/usedcar/18484398,宁波,2022年 , 4.50万公里,1,29.90万,14.50万,ZEEKR 001 2022款 长续航双电机 WE版,宁波,2022年8月,自动,29.9万,极氪,中大型车,纯电动,纯电动 544马力,536,,电动车单速变速箱,4970x1999x1560,200,4年或10万公里,永磁/同步,三元锂电池,首任车主不限年限/里程（责任免除条款以官方为准）
宝马i7 2023款 eDrive50L 领先型 M运动套装,宝马,https://www.dongchedi.com/usedcar/18484024,太原,2023年 , 0.89万公里,0,94.90万,53.80万,宝马i7 2023款 eDrive50L 领先型 M运动套装,太原,2023年6月,自动,94.9万,宝马(进口),大型车,纯电动,纯电动 456马力,640,640,650,电动车单速变速箱,4门5座三厢车,2.06,励磁/同步,三元锂电池,101.7
宋PLUS DM 2021款 DM-i 110KM 两驱旗舰 PLUS,比亚迪,https://www.dongchedi.com/usedcar/18473216,合肥,2021年 , 7.01万公里,0,17.78万,7.18万,宋PLUS DM 2021款 DM-i 110KM 两驱旗舰 PLUS,合肥,2021年8月,自动,17.78万,比亚迪,紧凑型SUV,插电式混合动力,1.5L 110马力 L4 插电式混动,85,110,81(110Ps),145(197Ps),325,170,1498,插电式混动 197马力,145
蔚来ES6 2020款 430KM 性能版,蔚来,https://www.dongchedi.com/usedcar/18472260,佛山,2020年 , 8.40万公里,0,39.80万,15.98万,蔚来ES6 2020款 430KM 性能版,佛山,2020年10月,自动,39.8万,蔚来,中型SUV,纯电动,纯电动 544马力,430,快充0.8小时 慢充10小时,电动车单速变速箱,4850x1965x1731,200,不限年限/里程(责任免除条款以官方为准),前永磁/同步后交流/异步,三元锂电池,70
宝马5系PHEV 2022款 改款 535Le M运动套装,宝马,https://www.dongchedi.com/usedcar/18471934,广州,2021年 , 5.10万公里,1,49.99万,24.30万,宝马5系PHEV 2022款 改款 535Le M运动套装,广州,2021年10月,自动,49.99万,华晨宝马,中大型车,插电式混合动力,2.0T 184马力 L4 插电式混动,95,73,215,420,5106x1868x1490,1.5,1998,插电式混动 109马力,80
理想ONE 2021款 增程6座版,理想汽车,https://www.dongchedi.com/usedcar/18467790,重庆,2022年 , 4.17万公里,0,34.98万,16.98万,理想ONE 2021款 增程6座版,重庆,2022年3月,自动,34.98万,理想汽车,中大型SUV,增程式,增程式 333马力,188,188,快充0.5小时 慢充6小时,20-80,455,172,1199,增程式 333马力,245
Model 3 2021款 标准续航后驱升级版,特斯拉,https://www.dongchedi.com/usedcar/18461648,东莞,2021年 , 4万公里,0,26.67万,12.98万,,,,,34.98万,理想汽车,中大型SUV,增程式,增程式 333马力,188,188,快充0.5小时 慢充6小时,20-80,455,172,1199,增程式 333马力,245
Model Y 2021款 标准续航后轮驱动版,特斯拉,https://www.dongchedi.com/usedcar/18451456,重庆,2021年 / 2.91万公里,2021年 / 2.91万公里,0,29.18万,15.39万,Model Y 2021款 标准续航后轮驱动版,重庆,2021年11月,自动,29.184万,特斯拉中国,中型SUV,纯电动,纯电动 299马力,525,快充1小时 慢充10小时,电动车单速变速箱,4750x1921x1624,217,1655.0元,永磁/同步,磷酸铁锂电池,60
长安Lumin 2022款 155km 清甜款,长安,https://www.dongchedi.com/usedcar/18446877,重庆,2024年 , 1.87万公里,0,4.99万,2.63万,长安Lumin 2022款 155km 清甜款,重庆,2024年5月,自动,4.99万,长安汽车,微型车,纯电动,纯电动 41马力,155,155,79,电动车单速变速箱,3门4座两厢车,9.3,永磁/同步,磷酸铁锂电池,8年或12万公里
威兰达PHEV 2021款 2.5L 两驱劲擎版,丰田,https://www.dongchedi.com/usedcar/18442655,佛山,2022年 , 3.20万公里,0,25.88万,14.68万,威兰达PHEV 2021款 2.5L 两驱劲擎版,佛山,2022年6月,自动,25.88万,广汽丰田,紧凑型SUV,插电式混合动力,2.5L 180马力 L4 插电式混动,95,1152,134(182Ps),224,E-CVT无级变速,,2487,插电式混动 182马力,134
雷凌双擎E+ 2019款 1.8PH V CVT豪华版,丰田,https://www.dongchedi.com/usedcar/18442433,梅州,2021年 , 9.76万公里,0,21.88万,6.98万,雷凌双擎E+ 2019款 1.8PH V CVT豪华版,梅州,2021年12月,自动,21.88万,广汽丰田,紧凑型车,插电式混合动力,1.8L 99马力 L4 插电式混动,55,985,207,E-CVT无级变速,4门5座三厢车,10.3,1798,插电式混动 72马力,53
吉利几何A 2019款 升级款 高维标准续航立方版,吉利几何,https://www.dongchedi.com/usedcar/18423416,杭州,2021年 , 6.30万公里,0,16.00万,5.78万,吉利几何A 2019款 升级款 高维标准续航立方版,杭州,2021年8月,自动,16万,吉利几何,紧凑型车,纯电动,纯电动 163马力,410,快充0.5小时 慢充8小时,电动车单速变速箱,4736x1804x1503,150,,永磁/同步,三元锂电池,51.9
奔奔E-Star 2020款 心动版 三元锂,长安欧尚,https://www.dongchedi.com/usedcar/18423264,西安,2021年 , 1.44万公里,0,6.98万,3.38万,,,,,16万,吉利几何,紧凑型车,纯电动,纯电动 163马力,410,快充0.5小时 慢充8小时,电动车单速变速箱,4736x1804x1503,150,,永磁/同步,三元锂电池,51.9
理想ONE 2021款 增程6座版,理想汽车,https://www.dongchedi.com/usedcar/18415021,郑州,2022年 , 3万公里,0,34.98万,16.98万,理想ONE 2021款 增程6座版,郑州,2022年1月,自动,34.98万,理想汽车,中大型SUV,增程式,增程式 333马力,188,188,快充0.5小时 慢充6小时,20-80,455,172,1199,增程式 333马力,245
AION Y 2022款 PLUS 70智领版,埃安,https://www.dongchedi.com/usedcar/18413680,佛山,2022年 , 4.90万公里,0,14.98万,7.26万,AION Y 2022款 PLUS 70智领版,佛山,2022年7月,自动,14.98万,广汽埃安新能源,紧凑型SUV,纯电动,纯电动 204马力,510,510,225,电动车单速变速箱,5门5座SUV,1.55,永磁/同步,磷酸铁锂电池,"时代广汽,亿纬动力"
QQ冰淇淋 2023款 170km 圣代+,奇瑞新能源,https://www.dongchedi.com/usedcar/18412318,合肥,2023年 , 1万公里,0,4.89万,2.58万,QQ冰淇淋 2023款 170km 圣代+,合肥,2023年9月,自动,4.89万,奇瑞新能源,微型车,纯电动,纯电动 27马力,170,快充1.25小时 慢充9小时,电动车单速变速箱,3008x1496x1637,100,3年或10万公里,永磁/同步,磷酸铁锂电池,13.6
宝马5系PHEV 2019款 改款 530Le 豪华套装,宝马,https://www.dongchedi.com/usedcar/18409442,郑州,2019年 , 3.10万公里,1,49.69万,19.98万,宝马5系PHEV 2019款 改款 530Le 豪华套装,郑州,2019年10月,自动,49.69万,华晨宝马,中大型车,插电式混合动力,2.0T 184马力 L4 插电式混动,67,慢充4小时,8挡手自一体,5087x1868x1490,225,3年或10万公里,1998,插电式混动 95马力,70
揽胜运动版PHEV 2018款 P400e,路虎,https://www.dongchedi.com/usedcar/18400340,成都,2018年 , 7万公里,0,90.80万,32.88万,揽胜运动版PHEV 2018款 P400e,成都,2018年7月,自动,90.8万,路虎(进口),中大型SUV,插电式混合动力,2.0T 301马力 L4 插电式混动,51,慢充7.5小时,8挡手自一体,4879x2073x1803,220,23726.0元,1997,插电式混动 116马力,85
