标题,品牌,详情链接,城市,购买年份,里程,过户次数,原价,售价
凯捷Victory 2020款 1.5T CVT旗舰型,五菱汽车,https://www.dongchedi.com/usedcar/18020562,成都,2021年 , 4万公里,0,11.68万,6.28万
英仕派 2019款 260TURBO 精致版 国VI,本田,https://www.dongchedi.com/usedcar/17927899,佛山,2021年 , 3.70万公里,0,19.28万,10.38万
高尔夫 2023款 280TSI DSG Pro,大众,https://www.dongchedi.com/usedcar/17374186,南京,2023年 , 1.77万公里,1,14.98万,11.75万
宝骏730 2014款 1.5L 手动豪华型 7座,宝骏,https://www.dongchedi.com/usedcar/17062827,上海,2015年 , 8万公里,0,8.08万,1.68万
奔驰E级 2018款 E 300 L 豪华型,奔驰,https://www.dongchedi.com/usedcar/18455516,常州,2018年 , 9万公里,2,49.98万,20.80万
奔驰A级AMG(进口) 2020款 AMG A 45 S 4MATIC+,奔驰,https://www.dongchedi.com/usedcar/18447738,北京,2021年 , 7.30万公里,0,54.98万,31.98万
雅阁 2022款 260TURBO 豪华版,本田,https://www.dongchedi.com/usedcar/18443386,青岛,2022年 , 3.10万公里,0,19.28万,12.78万
宝马3系 2022款 325Li M运动曜夜套装,宝马,https://www.dongchedi.com/usedcar/18442996,东莞,2021年 , 5.50万公里,0,35.89万,20.88万
YARIS L 致炫 2020款 1.5L CVT领先版,丰田,https://www.dongchedi.com/usedcar/18362516,石家庄,2020年 , 2.30万公里,0,8.58万,4.98万
昂科威 2017款 20T 四驱豪华型,别克,https://www.dongchedi.com/usedcar/18339141,北京,2016年 , 13万公里,0,25.99万,5.50万
艾力绅 2016款 2.4L 豪华版,本田,https://www.dongchedi.com/usedcar/18323236,深圳,2018年 , 14万公里,0,29.28万,10.98万
宝马2系(进口) 2023款 225i 四门轿跑车 M运动套装,宝马,https://www.dongchedi.com/usedcar/18252958,温州,2024年 , 0.26万公里,0,27.29万,16.98万
菱智 2022款 奋斗款 M5L 1.6L 7座基本型,东风风行,https://www.dongchedi.com/usedcar/18138569,石家庄,2022年 , 6.07万公里,2,7.49万,4.35万
星越L 2023款 2.0TD 高功自动两驱旗舰型,吉利汽车,https://www.dongchedi.com/usedcar/18078348,南京,2023年 , 3.09万公里,0,16.82万,12.56万
奔驰GLC 2020款 改款 GLC 300 L 4MATIC 动感型,奔驰,https://www.dongchedi.com/usedcar/17994832,福州,2020年 , 6.40万公里,3,44.98万,24.30万
宝马5系 2022款 改款 530Li 领先型 M运动套装,宝马,https://www.dongchedi.com/usedcar/17766234,合肥,2022年 , 2.84万公里,0,47.19万,31.30万
雪铁龙C5 2013款 2.0L 自动尊享型,雪铁龙,https://www.dongchedi.com/usedcar/17547721,苏州,2013年 , 9万公里,0,18.99万,1.65万
捷途旅行者 2023款 2.0TD 四驱 穿越PRO+,捷途,https://www.dongchedi.com/usedcar/18465032,成都,2024年 , 0.54万公里,0,17.99万,11.98万
五菱宏光 2020款 1.2L S基本型国VI LSI,五菱汽车,https://www.dongchedi.com/usedcar/18446585,上海,2020年 , 1万公里,0,4.60万,2.88万
奥迪Q5 2017款 Plus 40 TFSI 舒适型,奥迪,https://www.dongchedi.com/usedcar/18405647,青岛,2018年 , 25.50万公里,1,47.09万,9.98万
哈弗H6 2021款 第三代 2.0T 自动四驱Max版,哈弗,https://www.dongchedi.com/usedcar/18389095,哈尔滨,2021年 , 2万公里,0,14.69万,8.60万
五菱宏光S3 2019款 1.5L 手动标准型 国VI,五菱汽车,https://www.dongchedi.com/usedcar/18327403,汕头,2021年 , 3.50万公里,0,5.98万,3.49万
雅阁 2016款 2.4L 智尊版,本田,https://www.dongchedi.com/usedcar/18264810,东莞,2017年 , 8万公里,0,23.78万,8.98万
君威 2017款 20T 尊贵型,别克,https://www.dongchedi.com/usedcar/18245356,苏州,2018年 , 5.70万公里,0,21.98万,5.58万
奥迪A4L 2019款 40 TFSI 进取型 国V,奥迪,https://www.dongchedi.com/usedcar/18241154,福州,2019年 , 12.30万公里,0,30.08万,11.38万
宝马3系 2023款 320Li M运动套装,宝马,https://www.dongchedi.com/usedcar/18145439,南京,2022年 , 4.50万公里,0,32.19万,21.51万
思域 2019款 220TURBO CVT劲动版 国VI,本田,https://www.dongchedi.com/usedcar/17992105,汕头,2020年 , 5.80万公里,1,13.99万,7.60万
传祺M8 2021款 领秀系列 390T 尊贵版,广汽传祺,https://www.dongchedi.com/usedcar/17663994,台州,2021年 , 2.68万公里,1,21.98万,14.68万
英菲尼迪QX50 2015款 2.5L 悦享版,英菲尼迪,https://www.dongchedi.com/usedcar/17300711,温州,2016年 , 13万公里,1,37.98万,4.98万
骐达TIIDA 2014款 1.6L CVT舒适型,日产,https://www.dongchedi.com/usedcar/16952257,佛山,2015年 , 12万公里,0,11.53万,3.88万
传祺M8 2018款 320T 尊享版,广汽传祺,https://www.dongchedi.com/usedcar/18350666,乌鲁木齐,2019年 , 9万公里,0,18.98万,8.80万
奔驰GLA 2015款 GLA 200 时尚型,奔驰,https://www.dongchedi.com/usedcar/18293767,青岛,2015年 , 9万公里,3,28.98万,5.06万
奥迪Q5L 2024款 40TFSI 豪华动感型,奥迪,https://www.dongchedi.com/usedcar/18225946,合肥,2025年 , 0.35万公里,0,42.08万,28.20万
君威 2014款 2.0L 精英时尚型,别克,https://www.dongchedi.com/usedcar/18100156,上海,2015年 , 8.50万公里,0,19.39万,2.60万
雷克萨斯GX 2010款 460,雷克萨斯,https://www.dongchedi.com/usedcar/18073927,深圳,2012年 , 17.60万公里,2,116.00万,29.80万
高尔夫 2023款 280TSI DSG R-Line Lite,大众,https://www.dongchedi.com/usedcar/17776487,成都,2023年 , 0.10万公里,0,16.28万,10.88万
别克GL8 2020款 ES陆尊 653T 舒适型,别克,https://www.dongchedi.com/usedcar/17133070,佛山,2020年 , 6万公里,1,29.99万,18.88万
启辰R50 2016款 1.6L 自动精英版,启辰,https://www.dongchedi.com/usedcar/18472660,北京,2017年 , 8.70万公里,0,8.23万,3.50万
宝马X3 2023款 xDrive30i 领先型 M曜夜套装,宝马,https://www.dongchedi.com/usedcar/18471952,苏州,2023年 , 0.40万公里,0,44.39万,29.88万
奥迪A6L 2019款 40 TFSI 豪华动感型,奥迪,https://www.dongchedi.com/usedcar/18457642,西安,2019年 , 7.80万公里,0,40.98万,20.80万
新海狮S 2021款 1.5L 财富版客车国VI SWC15M,金杯,https://www.dongchedi.com/usedcar/18443901,上海,2021年 , 6.70万公里,0,5.28万,2.68万
新海狮S 2021款 1.5L 财富版客车国VI SWC15M,金杯,https://www.dongchedi.com/usedcar/18443901,上海,2021年 , 6.70万公里,0,5.28万,2.68万
奥迪A6L 2022款 45 TFSI 臻选动感型,奥迪,https://www.dongchedi.com/usedcar/18437752,潍坊,2022年 , 2.20万公里,0,44.38万,29.88万
星瑞 2023款 2.0T 精英型,吉利汽车,https://www.dongchedi.com/usedcar/18431459,苏州,2022年 , 3.20万公里,0,11.37万,7.18万
艾力绅 2016款 2.4L 风尚版,本田,https://www.dongchedi.com/usedcar/18419647,泉州,2018年 , 9.50万公里,1,27.58万,12.88万
雅阁 2021款 260TURBO 豪华·星空限量版,本田,https://www.dongchedi.com/usedcar/18401928,东莞,2020年 , 3.60万公里,0,20.28万,11.98万
威驰 2017款 1.5L CVT创行版,丰田,https://www.dongchedi.com/usedcar/18394350,东莞,2016年 , 8万公里,0,8.78万,3.38万
标致2008 2022款 230THP THE ONE,标致,https://www.dongchedi.com/usedcar/18282255,武汉,2021年 , 0.01万公里,0,9.97万,6.28万
科鲁兹 2009款 1.6L SL MT,雪佛兰,https://www.dongchedi.com/usedcar/18235114,上海,2009年 , 9.80万公里,0,10.89万,0.58万
思域 2016款 220TURBO CVT豪华版,本田,https://www.dongchedi.com/usedcar/17994820,沈阳,2019年 , 8.10万公里,0,13.99万,7.09万
宝来 2023款 300TSI DSG尊行版,大众,https://www.dongchedi.com/usedcar/18486481,金华,2024年 , 0.10万公里,0,14.39万,9.70万
宝来 2019款 宝来·传奇 1.5L 自动领先型 国VI,大众,https://www.dongchedi.com/usedcar/18459819,郑州,2022年 , 8万公里,0,11.68万,4.99万
凯美瑞 2019款 2.0G 豪华版 国VI,丰田,https://www.dongchedi.com/usedcar/18446945,惠州,2020年 , 9.10万公里,0,19.98万,10.18万
风光580 2016款 改款 1.5T CVT舒适型,东风风光,https://www.dongchedi.com/usedcar/18332863,佛山,2016年 , 10.10万公里,1,9.39万,2.08万
奔驰E级 2021款 E 300 L 时尚型 轿车,奔驰,https://www.dongchedi.com/usedcar/18331710,东莞,2021年 , 3.02万公里,0,46.78万,27.68万
奥迪A6L 2024款 40 TFSI 豪华致雅型,奥迪,https://www.dongchedi.com/usedcar/18310425,成都,2024年 , 0.40万公里,0,42.79万,28.88万
影豹 2021款 270T J15版,广汽传祺,https://www.dongchedi.com/usedcar/18157549,东莞,2022年 , 3.30万公里,0,11.80万,6.98万
宝马5系 2019款 530Li 领先型 M运动套装,宝马,https://www.dongchedi.com/usedcar/17801273,深圳,2019年 , 14万公里,0,46.39万,17.98万
奔驰GLC 2022款 三次改款 GLC 260 L 4MATIC 动感型,奔驰,https://www.dongchedi.com/usedcar/18485843,长沙,2022年 , 3.85万公里,1,40.63万,27.58万
宝马3系 2022款 325Li M运动曜夜套装,宝马,https://www.dongchedi.com/usedcar/18479499,金华,2021年 , 4.50万公里,0,35.89万,21.38万
揽胜 2017款 3.0 V6 SC Vogue 加长版,路虎,https://www.dongchedi.com/usedcar/18444107,青岛,2017年 , 15万公里,0,165.80万,57.80万
揽胜 2017款 3.0 V6 SC Vogue,路虎,https://www.dongchedi.com/usedcar/18431724,深圳,2017年 , 14万公里,0,158.80万,48.80万
迈锐宝 2013款 2.0L 自动经典版,雪佛兰,https://www.dongchedi.com/usedcar/18154644,上海,2013年 , 9.80万公里,0,16.29万,1.63万
宝马X5(进口) 2006款 3.0i,宝马,https://www.dongchedi.com/usedcar/18117745,杭州,2006年 , 18万公里,2,82.20万,1.58万
领克01 2019款 2.0T 两驱纯Lite版 国VI,领克,https://www.dongchedi.com/usedcar/18112157,深圳,2019年 , 11万公里,0,15.08万,5.88万
阳光 2011款 1.5XE 手动舒适版,日产,https://www.dongchedi.com/usedcar/17955740,北京,2013年 , 11万公里,1,8.28万,1.18万
RAV4荣放 2020款 2.0L CVT两驱风尚版,丰田,https://www.dongchedi.com/usedcar/17834879,深圳,2020年 , 8.90万公里,0,19.48万,9.99万
蒙迪欧-致胜 2011款 2.0T GTDi200时尚型,福特,https://www.dongchedi.com/usedcar/17532416,苏州,2012年 , 9.85万公里,0,19.98万,1.20万
宝马X5(进口) 2020款 xDrive40i M运动套装,宝马,https://www.dongchedi.com/usedcar/18485913,青岛,2020年 , 4.96万公里,0,75.99万,45.50万
宝马3系 2023款 320Li M运动套装,宝马,https://www.dongchedi.com/usedcar/18423990,成都,2023年 , 3万公里,0,32.19万,20.58万
奔驰S级 2019款 S 350 L 尊贵型臻藏版,奔驰,https://www.dongchedi.com/usedcar/18409470,东莞,2020年 , 9.50万公里,1,92.68万,47.88万
奔驰GLC 2020款 改款 GLC 300 L 4MATIC 动感型,奔驰,https://www.dongchedi.com/usedcar/18344222,苏州,2020年 , 2.50万公里,0,44.98万,26.88万
艾瑞泽8 2023款 高能版 2.0T DCT劲,奇瑞,https://www.dongchedi.com/usedcar/18307596,成都,2023年 , 2.36万公里,0,13.79万,9.96万
迈锐宝 2012款 2.0L 自动经典版,雪佛兰,https://www.dongchedi.com/usedcar/18193552,上海,2012年 , 10.50万公里,0,16.29万,1.68万
风景G7 2020款 2.4L商旅版长轴高顶10座客车4K22D4M,福田,https://www.dongchedi.com/usedcar/18188856,北京,2020年 , 8.70万公里,0,9.67万,4.99万
奔驰E级 2015款 E 260 L 运动时尚型,奔驰,https://www.dongchedi.com/usedcar/18136095,苏州,2016年 , 10万公里,1,49.80万,9.28万
奥迪A6L 2024款 45 TFSI 臻选动感型,奥迪,https://www.dongchedi.com/usedcar/18088766,西安,2024年 , 1.80万公里,1,45.49万,32.80万
荣威RX5 2016款 20T 两驱自动互联网智享版,荣威,https://www.dongchedi.com/usedcar/18067843,上海,2017年 , 6.50万公里,0,14.88万,2.78万
雷凌 2022款 185T CVT运动版,丰田,https://www.dongchedi.com/usedcar/17957714,东莞,2022年 , 5万公里,0,13.58万,7.58万
MINI COUNTRYMAN 2014款 1.6L COOPER Fun,MINI,https://www.dongchedi.com/usedcar/17687540,深圳,2014年 , 11万公里,2,27.60万,5.10万
普拉多 2010款 4.0L 自动TX,丰田,https://www.dongchedi.com/usedcar/18492220,太原,2010年 , 19万公里,0,53.80万,16.80万
红旗H5 2023款 2.0T 自动智联旗畅版,红旗,https://www.dongchedi.com/usedcar/18439186,东莞,2022年 , 4万公里,0,18.98万,11.38万
哈弗H6 2021款 第二代 1.5T 自动冠军版,哈弗,https://www.dongchedi.com/usedcar/18392192,汕头,2022年 , 4万公里,0,11.60万,6.50万
皇冠 2015款 2.0T 时尚版,丰田,https://www.dongchedi.com/usedcar/18372116,东莞,2017年 , 11万公里,0,29.48万,12.88万
艾瑞泽5 2024款 1.5L CVT风尚型,奇瑞,https://www.dongchedi.com/usedcar/18364371,成都,2025年 , 0.07万公里,0,7.59万,5.18万
揽胜 2010款 5.0 V8 NA HSE,路虎,https://www.dongchedi.com/usedcar/18312359,杭州,2010年 , 14.50万公里,0,172.80万,18.50万
雷克萨斯ES 2015款 200 精英版,雷克萨斯,https://www.dongchedi.com/usedcar/18172908,东莞,2015年 , 10万公里,0,27.90万,10.98万
雪铁龙C5 2011款 2.0L 自动舒适型,雪铁龙,https://www.dongchedi.com/usedcar/18038238,苏州,2012年 , 12万公里,0,18.69万,1.19万
奔驰GLC 2021款 GLC 300 L 4MATIC 动感型,奔驰,https://www.dongchedi.com/usedcar/17814032,无锡,2021年 , 4万公里,2,45.48万,27.38万
传祺M8 2021款 领秀系列 390T 尊享版,广汽传祺,https://www.dongchedi.com/usedcar/17792993,乌鲁木齐,2021年 , 7万公里,0,19.28万,11.58万
宝马3系 2023款 325Li M运动套装,宝马,https://www.dongchedi.com/usedcar/17746966,杭州,2024年 , 0.01万公里,1,34.99万,23.88万
帕萨特 2022款 330TSI 豪华版,大众,https://www.dongchedi.com/usedcar/18463658,滨州,2022年 , 4万公里,0,22.49万,13.58万
皇冠 2015款 2.5L 时尚限量版,丰田,https://www.dongchedi.com/usedcar/18407746,东莞,2017年 , 8万公里,0,31.08万,12.38万
奔驰S级 2018款 S 320 L,奔驰,https://www.dongchedi.com/usedcar/18372030,深圳,2018年 , 16万公里,0,87.68万,34.80万
长安CS75 PLUS 2023款 第三代 1.5T 自动尊贵型,长安,https://www.dongchedi.com/usedcar/18355964,东莞,2023年 , 1.60万公里,0,12.99万,8.39万
奥迪Q5 2015款 40 TFSI 技术型,奥迪,https://www.dongchedi.com/usedcar/18322177,成都,2015年 , 9.23万公里,2,43.16万,8.28万
宝马5系 2019款 525Li M运动套装,宝马,https://www.dongchedi.com/usedcar/18290373,深圳,2019年 , 13万公里,1,42.69万,16.98万
宝马5系GT 2010款 535i 领先型,宝马,https://www.dongchedi.com/usedcar/18277951,东莞,2011年 , 8万公里,0,88.00万,5.88万
宝马5系 2021款 525Li M运动套装,宝马,https://www.dongchedi.com/usedcar/18169963,东莞,2021年 , 8.33万公里,0,42.69万,22.28万
福特E350 2011款 5.4L 铂金限量版,福特,https://www.dongchedi.com/usedcar/17943416,武汉,2013年 , 4.50万公里,0,218.00万,14.68万
哈弗H5 2023款 2.0T 汽油 领英自动四驱,哈弗,https://www.dongchedi.com/usedcar/18488319,成都,2023年 , 0.40万公里,0,15.78万,10.88万
星瑞 2023款 2.0T 精英型,吉利汽车,https://www.dongchedi.com/usedcar/18484554,苏州,2022年 , 4万公里,0,11.37万,6.88万
长安UNI-V 2023款 1.5T 运动版,长安,https://www.dongchedi.com/usedcar/18483218,宁波,2023年 , 0.80万公里,0,12.39万,8.54万
别克GL8 2021款 ES陆尊 653T 尊享型,别克,https://www.dongchedi.com/usedcar/18459276,上海,2021年 , 9万公里,1,33.99万,17.80万
宝马X2(进口) 2024款 sDrive25i M运动套装,宝马,https://www.dongchedi.com/usedcar/18432784,北京,2024年 , 0.50万公里,0,31.69万,20.50万
逸动 2020款 PLUS 蓝鲸NE 1.4T GDI 自动旗舰型,长安,https://www.dongchedi.com/usedcar/18327720,长沙,2020年 , 6万公里,1,10.39万,4.16万
星瑞 2023款 2.0T 尊贵型,吉利汽车,https://www.dongchedi.com/usedcar/18325104,苏州,2023年 , 2.60万公里,0,13.97万,7.88万
雅阁 2022款 260TURBO 幻夜·尊贵版,本田,https://www.dongchedi.com/usedcar/18317720,南宁,2023年 , 2.60万公里,1,20.28万,14.80万
红旗H5 2024款 1.5T DCT智联旗悦版,红旗,https://www.dongchedi.com/usedcar/18232518,成都,2024年 , 0.53万公里,0,15.98万,11.00万
发现神行(进口) 2015款 2.0T SE,路虎,https://www.dongchedi.com/usedcar/18181016,深圳,2015年 , 6万公里,0,55.80万,8.50万
星瑞 2023款 2.0T 尊贵型,吉利汽车,https://www.dongchedi.com/usedcar/18134279,柳州,2022年 , 7.80万公里,0,13.97万,7.30万
艾瑞泽5 2016款 1.5L CVT领潮版,奇瑞,https://www.dongchedi.com/usedcar/18075446,惠州,2016年 , 7.20万公里,0,7.19万,1.98万
途观L 2022款 330TSI 自动两驱舒享版,大众,https://www.dongchedi.com/usedcar/17987840,郑州,2022年 , 6.17万公里,2,21.78万,11.39万
蒙迪欧 2023款 EcoBoost 180 豪华型,福特,https://www.dongchedi.com/usedcar/17781418,北京,2023年 , 0.18万公里,0,16.98万,11.00万
汉兰达 2017款 2.0T 两驱精英版 7座,丰田,https://www.dongchedi.com/usedcar/17767926,佛山,2017年 , 13.20万公里,0,24.88万,10.98万
宝马X4 2022款 xDrive 30i M运动曜夜套装,宝马,https://www.dongchedi.com/usedcar/17722171,合肥,2024年 , 1.10万公里,0,55.29万,33.60万
奔驰V级 2021款 V 260 L 长轴距尊贵版,奔驰,https://www.dongchedi.com/usedcar/17619470,广州,2022年 , 10万公里,0,61.68万,29.80万
博越L 2023款 1.5TD DCT荣耀版,吉利汽车,https://www.dongchedi.com/usedcar/17496325,湖州,2023年 , 1.95万公里,1,12.87万,9.38万
奔驰GLA AMG 2015款 AMG GLA 45 4MATIC,奔驰,https://www.dongchedi.com/usedcar/17017855,北京,2015年 , 9万公里,0,57.80万,11.28万
宝马3系 2022款 325Li M运动曜夜套装,宝马,https://www.dongchedi.com/usedcar/18487611,东莞,2022年 , 5万公里,0,35.89万,21.88万
艾瑞泽8 2022款 1.6TGDI DCT雅,奇瑞,https://www.dongchedi.com/usedcar/18431666,苏州,2022年 , 2.90万公里,0,12.59万,7.68万
宝马3系 2022款 325Li M运动曜夜套装,宝马,https://www.dongchedi.com/usedcar/18375754,苏州,2022年 , 3.10万公里,0,35.89万,20.40万
吉利GX7 2015款 运动版 2.0L 自动豪华型,吉利汽车,https://www.dongchedi.com/usedcar/18243094,杭州,2016年 , 8万公里,0,10.19万,1.58万
星瑞 2023款 2.0T 精英型,吉利汽车,https://www.dongchedi.com/usedcar/18221646,成都,2023年 , 1.20万公里,0,11.37万,7.38万
奔驰M级 2006款 ML 500 4MATIC 5.0 手自一体 美规版,奔驰,https://www.dongchedi.com/usedcar/18155445,北京,2007年 , 21万公里,2,119.80万,3.88万
奥迪A6L 2021款 45 TFSI quattro 臻选致雅型,奥迪,https://www.dongchedi.com/usedcar/17957281,西安,2021年 , 7.48万公里,1,46.88万,26.58万
宝马3系 2023款 325Li M运动套装,宝马,https://www.dongchedi.com/usedcar/17747222,杭州,2024年 , 0.01万公里,1,34.99万,24.18万
宝马5系 2022款 二次改款 530Li 尊享型 M运动套装,宝马,https://www.dongchedi.com/usedcar/18449792,北京,2022年 , 5.98万公里,0,50.29万,30.80万
本田XR-V 2017款 1.8L EXi CVT舒适版,本田,https://www.dongchedi.com/usedcar/18443802,汕头,2017年 , 7.50万公里,0,14.98万,6.68万
宝马5系 2022款 改款 530Li 领先型 M运动套装,宝马,https://www.dongchedi.com/usedcar/18413954,东莞,2022年 , 1万公里,0,47.19万,30.88万
凌放HARRIER 2022款 2.0L CVT两驱进取版,丰田,https://www.dongchedi.com/usedcar/18407327,唐山,2024年 , 0.30万公里,1,21.18万,14.70万
冒险家 2023款 2.0T 两驱尊享版,林肯,https://www.dongchedi.com/usedcar/18330742,青岛,2023年 , 3万公里,0,25.88万,16.90万
领克03 2023款 1.5TD DCT劲Plus,领克,https://www.dongchedi.com/usedcar/18268082,昆明,2022年 , 2万公里,0,12.78万,8.88万
星瑞 2023款 1.5T 扶摇版,吉利汽车,https://www.dongchedi.com/usedcar/18139264,成都,2024年 , 1.10万公里,0,10.87万,7.10万
奥迪A4L 2023款 40 TFSI 豪华动感型,奥迪,https://www.dongchedi.com/usedcar/17241521,合肥,2024年 , 2.30万公里,0,34.28万,19.58万
保时捷718 2018款 Cayman 2.0T,保时捷,https://www.dongchedi.com/usedcar/14695339,深圳,2018年 , 7.40万公里,0,54.50万,28.80万
